WKT,name,description
"LINESTRING (-117.2173512 32.7648255, -117.217201 32.7659893, -117.2169703 32.7659803, -117.2170401 32.7649067, -117.2167826 32.7648931, -117.2167504 32.7659667, -117.2165573 32.7659577, -117.2165895 32.7649067, -117.2163695 32.7648886, -117.2163695 32.7659397, -117.2160691 32.7659171, -117.2160369 32.7647646, -117.2172117 32.7646811)",Line 2,
